# Generated with ADRIA.jl v0.10.0 on 2023-11-25_11_53_14_950
component,fieldname,val,bounds,default_bounds,ptype,dists,criteria_keywords,lower_bound,upper_bound,is_constant,name,description
Coral,corymbose_acropora_3_3_growth_rate,1.2,"(1.08, 1.32, 0.5)","(1.08, 1.32, 0.5)",real,triang,,1.08,1.32,false,Corymbose Acropora 3 3 Growth Rate,
Coral,corymbose_acropora_3_3_fecundity,0.0,"(0.0, 0.0, 0.5)","(0.0, 0.0, 0.5)",real,triang,,0.0,0.0,true,Corymbose Acropora 3 3 Fecundity,
Coral,corymbose_acropora_3_3_mb_rate,0.172,"(0.1548, 0.1892, 0.5)","(0.1548, 0.1892, 0.5)",real,triang,,0.1548,0.1892,false,Corymbose Acropora 3 3 Mb Rate,
Coral,corymbose_acropora_3_3_dist_mean,4.081622683,"(3.6734604147, 4.489784951300001, 0.5)","(3.6734604147, 4.489784951300001, 0.5)",real,triang,,3.6734604147,4.489784951300001,false,Corymbose Acropora 3 3 Dist Mean,
Coral,corymbose_acropora_3_3_dist_std,3.159922076,"(2.8439298684, 3.4759142836000003, 0.5)","(2.8439298684, 3.4759142836000003, 0.5)",real,triang,,2.8439298684,3.4759142836000003,false,Corymbose Acropora 3 3 Dist Std,
Coral,corymbose_acropora_3_4_mean_colony_diameter_m,0.15,"(0.135, 0.165, 0.5)","(0.135, 0.165, 0.5)",real,triang,,0.135,0.165,false,Corymbose Acropora 3 4 Mean Colony Diameter M,
Coral,corymbose_acropora_3_4_growth_rate,0.6,"(0.54, 0.66, 0.5)","(0.54, 0.66, 0.5)",real,triang,,0.54,0.66,false,Corymbose Acropora 3 4 Growth Rate,
Coral,corymbose_acropora_3_4_fecundity,218902.2999376769,"(197012.0699439092, 240792.52993144462, 0.5)","(197012.0699439092, 240792.52993144462, 0.5)",real,triang,,197012.0699439092,240792.52993144462,false,Corymbose Acropora 3 4 Fecundity,
Coral,corymbose_acropora_3_4_mb_rate,0.172,"(0.1548, 0.1892, 0.5)","(0.1548, 0.1892, 0.5)",real,triang,,0.1548,0.1892,false,Corymbose Acropora 3 4 Mb Rate,
Coral,corymbose_acropora_3_4_dist_mean,4.081622683,"(3.6734604147, 4.489784951300001, 0.5)","(3.6734604147, 4.489784951300001, 0.5)",real,triang,,3.6734604147,4.489784951300001,false,Corymbose Acropora 3 4 Dist Mean,
Coral,corymbose_acropora_3_4_dist_std,3.159922076,"(2.8439298684, 3.4759142836000003, 0.5)","(2.8439298684, 3.4759142836000003, 0.5)",real,triang,,2.8439298684,3.4759142836000003,false,Corymbose Acropora 3 4 Dist Std,
Coral,corymbose_acropora_3_5_mean_colony_diameter_m,0.3,"(0.27, 0.33, 0.5)","(0.27, 0.33, 0.5)",real,triang,,0.27,0.33,false,Corymbose Acropora 3 5 Mean Colony Diameter M,
Coral,corymbose_acropora_3_5_growth_rate,0.3,"(0.27, 0.33, 0.5)","(0.27, 0.33, 0.5)",real,triang,,0.27,0.33,false,Corymbose Acropora 3 5 Growth Rate,
Coral,corymbose_acropora_3_5_fecundity,234613.675961362,"(211152.3083652258, 258075.04355749823, 0.5)","(211152.3083652258, 258075.04355749823, 0.5)",real,triang,,211152.3083652258,258075.04355749823,false,Corymbose Acropora 3 5 Fecundity,
Coral,corymbose_acropora_3_5_mb_rate,0.088,"(0.07919999999999999, 0.0968, 0.5)","(0.07919999999999999, 0.0968, 0.5)",real,triang,,0.07919999999999999,0.0968,false,Corymbose Acropora 3 5 Mb Rate,
Coral,corymbose_acropora_3_5_dist_mean,4.081622683,"(3.6734604147, 4.489784951300001, 0.5)","(3.6734604147, 4.489784951300001, 0.5)",real,triang,,3.6734604147,4.489784951300001,false,Corymbose Acropora 3 5 Dist Mean,
Coral,corymbose_acropora_3_5_dist_std,3.159922076,"(2.8439298684, 3.4759142836000003, 0.5)","(2.8439298684, 3.4759142836000003, 0.5)",real,triang,,2.8439298684,3.4759142836000003,false,Corymbose Acropora 3 5 Dist Std,
Coral,corymbose_acropora_3_6_mean_colony_diameter_m,0.6,"(0.54, 0.66, 0.5)","(0.54, 0.66, 0.5)",real,triang,,0.54,0.66,false,Corymbose Acropora 3 6 Mean Colony Diameter M,
Coral,corymbose_acropora_3_6_growth_rate,0.03,"(0.027, 0.033, 0.5)","(0.027, 0.033, 0.5)",real,triang,,0.027,0.033,false,Corymbose Acropora 3 6 Growth Rate,
Coral,corymbose_acropora_3_6_fecundity,251452.71184347713,"(226307.4406591294, 276597.98302782484, 0.5)","(226307.4406591294, 276597.98302782484, 0.5)",real,triang,,226307.4406591294,276597.98302782484,false,Corymbose Acropora 3 6 Fecundity,
Coral,corymbose_acropora_3_6_mb_rate,0.088,"(0.07919999999999999, 0.0968, 0.5)","(0.07919999999999999, 0.0968, 0.5)",real,triang,,0.07919999999999999,0.0968,false,Corymbose Acropora 3 6 Mb Rate,
Coral,corymbose_acropora_3_6_dist_mean,4.081622683,"(3.6734604147, 4.489784951300001, 0.5)","(3.6734604147, 4.489784951300001, 0.5)",real,triang,,3.6734604147,4.489784951300001,false,Corymbose Acropora 3 6 Dist Mean,
Coral,corymbose_acropora_3_6_dist_std,3.159922076,"(2.8439298684, 3.4759142836000003, 0.5)","(2.8439298684, 3.4759142836000003, 0.5)",real,triang,,2.8439298684,3.4759142836000003,false,Corymbose Acropora 3 6 Dist Std,
Coral,corymbose_non_acropora_4_1_mean_colony_diameter_m,0.01,"(0.009000000000000001, 0.011000000000000001, 0.5)","(0.009000000000000001, 0.011000000000000001, 0.5)",real,triang,,0.009000000000000001,0.011000000000000001,false,Corymbose Non Acropora 4 1 Mean Colony Diameter M,
Coral,corymbose_non_acropora_4_1_growth_rate,1.0,"(0.9, 1.1, 0.5)","(0.9, 1.1, 0.5)",real,triang,,0.9,1.1,false,Corymbose Non Acropora 4 1 Growth Rate,
Coral,corymbose_non_acropora_4_1_fecundity,0.0,"(0.0, 0.0, 0.5)","(0.0, 0.0, 0.5)",real,triang,,0.0,0.0,true,Corymbose Non Acropora 4 1 Fecundity,
Coral,corymbose_non_acropora_4_1_mb_rate,0.2,"(0.18000000000000002, 0.22000000000000003, 0.5)","(0.18000000000000002, 0.22000000000000003, 0.5)",real,triang,,0.18000000000000002,0.22000000000000003,false,Corymbose Non Acropora 4 1 Mb Rate,
Coral,corymbose_non_acropora_4_1_dist_mean,4.487465256,"(4.0387187304, 4.936211781600001, 0.5)","(4.0387187304, 4.936211781600001, 0.5)",real,triang,,4.0387187304,4.936211781600001,false,Corymbose Non Acropora 4 1 Dist Mean,
Coral,corymbose_non_acropora_4_1_dist_std,3.474118416,"(3.1267065744, 3.8215302576000005, 0.5)","(3.1267065744, 3.8215302576000005, 0.5)",real,triang,,3.1267065744,3.8215302576000005,false,Corymbose Non Acropora 4 1 Dist Std,
Coral,corymbose_non_acropora_4_2_mean_colony_diameter_m,0.035,"(0.03150000000000001, 0.038500000000000006, 0.5)","(0.03150000000000001, 0.038500000000000006, 0.5)",real,triang,,0.03150000000000001,0.038500000000000006,false,Corymbose Non Acropora 4 2 Mean Colony Diameter M,
Coral,corymbose_non_acropora_4_2_growth_rate,1.5999999999999999,"(1.44, 1.76, 0.5)","(1.44, 1.76, 0.5)",real,triang,,1.44,1.76,false,Corymbose Non Acropora 4 2 Growth Rate,
Coral,corymbose_non_acropora_4_2_fecundity,0.0,"(0.0, 0.0, 0.5)","(0.0, 0.0, 0.5)",real,triang,,0.0,0.0,true,Corymbose Non Acropora 4 2 Fecundity,
Coral,corymbose_non_acropora_4_2_mb_rate,0.2,"(0.18000000000000002, 0.22000000000000003, 0.5)","(0.18000000000000002, 0.22000000000000003, 0.5)",real,triang,,0.18000000000000002,0.22000000000000003,false,Corymbose Non Acropora 4 2 Mb Rate,
Coral,corymbose_non_acropora_4_2_dist_mean,4.487465256,"(4.0387187304, 4.936211781600001, 0.5)","(4.0387187304, 4.936211781600001, 0.5)",real,triang,,4.0387187304,4.936211781600001,false,Corymbose Non Acropora 4 2 Dist Mean,
Coral,corymbose_non_acropora_4_2_dist_std,3.474118416,"(3.1267065744, 3.8215302576000005, 0.5)","(3.1267065744, 3.8215302576000005, 0.5)",real,triang,,3.1267065744,3.8215302576000005,false,Corymbose Non Acropora 4 2 Dist Std,
Coral,corymbose_non_acropora_4_3_mean_colony_diameter_m,0.075,"(0.0675, 0.0825, 0.5)","(0.0675, 0.0825, 0.5)",real,triang,,0.0675,0.0825,false,Corymbose Non Acropora 4 3 Mean Colony Diameter M,
Coral,corymbose_non_acropora_4_3_growth_rate,0.96,"(0.864, 1.056, 0.5)","(0.864, 1.056, 0.5)",real,triang,,0.864,1.056,false,Corymbose Non Acropora 4 3 Growth Rate,
Coral,corymbose_non_acropora_4_3_fecundity,0.0,"(0.0, 0.0, 0.5)","(0.0, 0.0, 0.5)",real,triang,,0.0,0.0,true,Corymbose Non Acropora 4 3 Fecundity,
Coral,corymbose_non_acropora_4_3_mb_rate,0.226,"(0.2034, 0.24860000000000002, 0.5)","(0.2034, 0.24860000000000002, 0.5)",real,triang,,0.2034,0.24860000000000002,false,Corymbose Non Acropora 4 3 Mb Rate,
Coral,corymbose_non_acropora_4_3_dist_mean,4.487465256,"(4.0387187304, 4.936211781600001, 0.5)","(4.0387187304, 4.936211781600001, 0.5)",real,triang,,4.0387187304,4.936211781600001,false,Corymbose Non Acropora 4 3 Dist Mean,
Coral,corymbose_non_acropora_4_3_dist_std,3.474118416,"(3.1267065744, 3.8215302576000005, 0.5)","(3.1267065744, 3.8215302576000005, 0.5)",real,triang,,3.1267065744,3.8215302576000005,false,Corymbose Non Acropora 4 3 Dist Std,
Coral,corymbose_non_acropora_4_4_mean_colony_diameter_m,0.15,"(0.135, 0.165, 0.5)","(0.135, 0.165, 0.5)",real,triang,,0.135,0.165,false,Corymbose Non Acropora 4 4 Mean Colony Diameter M,
Coral,corymbose_non_acropora_4_4_growth_rate,0.48,"(0.432, 0.528, 0.5)","(0.432, 0.528, 0.5)",real,triang,,0.432,0.528,false,Corymbose Non Acropora 4 4 Growth Rate,
Coral,corymbose_non_acropora_4_4_fecundity,1.4291109373418523e6,"(1.2861998436076671e6, 1.5720220310760378e6, 0.5)","(1.2861998436076671e6, 1.5720220310760378e6, 0.5)",real,triang,,1.2861998436076671e6,1.5720220310760378e6,false,Corymbose Non Acropora 4 4 Fecundity,
Coral,corymbose_non_acropora_4_4_mb_rate,0.226,"(0.2034, 0.24860000000000002, 0.5)","(0.2034, 0.24860000000000002, 0.5)",real,triang,,0.2034,0.24860000000000002,false,Corymbose Non Acropora 4 4 Mb Rate,
Coral,corymbose_non_acropora_4_4_dist_mean,4.487465256,"(4.0387187304, 4.936211781600001, 0.5)","(4.0387187304, 4.936211781600001, 0.5)",real,triang,,4.0387187304,4.936211781600001,false,Corymbose Non Acropora 4 4 Dist Mean,
Coral,corymbose_non_acropora_4_4_dist_std,3.474118416,"(3.1267065744, 3.8215302576000005, 0.5)","(3.1267065744, 3.8215302576000005, 0.5)",real,triang,,3.1267065744,3.8215302576000005,false,Corymbose Non Acropora 4 4 Dist Std,
Coral,corymbose_non_acropora_4_5_mean_colony_diameter_m,0.3,"(0.27, 0.33, 0.5)","(0.27, 0.33, 0.5)",real,triang,,0.27,0.33,false,Corymbose Non Acropora 4 5 Mean Colony Diameter M,
Coral,corymbose_non_acropora_4_5_growth_rate,0.24,"(0.216, 0.264, 0.5)","(0.216, 0.264, 0.5)",real,triang,,0.216,0.264,false,Corymbose Non Acropora 4 5 Growth Rate,
Coral,corymbose_non_acropora_4_5_fecundity,8.311552108387676e6,"(7.480396897548908e6, 9.142707319226444e6, 0.5)","(7.480396897548908e6, 9.142707319226444e6, 0.5)",real,triang,,7.480396897548908e6,9.142707319226444e6,false,Corymbose Non Acropora 4 5 Fecundity,
Coral,corymbose_non_acropora_4_5_mb_rate,0.116,"(0.1044, 0.12760000000000002, 0.5)","(0.1044, 0.12760000000000002, 0.5)",real,triang,,0.1044,0.12760000000000002,false,Corymbose Non Acropora 4 5 Mb Rate,
Coral,corymbose_non_acropora_4_5_dist_mean,4.487465256,"(4.0387187304, 4.936211781600001, 0.5)","(4.0387187304, 4.936211781600001, 0.5)",real,triang,,4.0387187304,4.936211781600001,false,Corymbose Non Acropora 4 5 Dist Mean,
Coral,corymbose_non_acropora_4_5_dist_std,3.474118416,"(3.1267065744, 3.8215302576000005, 0.5)","(3.1267065744, 3.8215302576000005, 0.5)",real,triang,,3.1267065744,3.8215302576000005,false,Corymbose Non Acropora 4 5 Dist Std,
Coral,corymbose_non_acropora_4_6_mean_colony_diameter_m,0.6,"(0.54, 0.66, 0.5)","(0.54, 0.66, 0.5)",real,triang,,0.54,0.66,false,Corymbose Non Acropora 4 6 Mean Colony Diameter M,
Coral,corymbose_non_acropora_4_6_growth_rate,0.024,"(0.0216, 0.026400000000000003, 0.5)","(0.0216, 0.026400000000000003, 0.5)",real,triang,,0.0216,0.026400000000000003,false,Corymbose Non Acropora 4 6 Growth Rate,
Coral,corymbose_non_acropora_4_6_fecundity,4.833907336748558e7,"(4.350516603073703e7, 5.3172980704234146e7, 0.5)","(4.350516603073703e7, 5.3172980704234146e7, 0.5)",real,triang,,4.350516603073703e7,5.3172980704234146e7,false,Corymbose Non Acropora 4 6 Fecundity,
Coral,corymbose_non_acropora_4_6_mb_rate,0.116,"(0.1044, 0.12760000000000002, 0.5)","(0.1044, 0.12760000000000002, 0.5)",real,triang,,0.1044,0.12760000000000002,false,Corymbose Non Acropora 4 6 Mb Rate,
Coral,corymbose_non_acropora_4_6_dist_mean,4.487465256,"(4.0387187304, 4.936211781600001, 0.5)","(4.0387187304, 4.936211781600001, 0.5)",real,triang,,4.0387187304,4.936211781600001,false,Corymbose Non Acropora 4 6 Dist Mean,
Coral,corymbose_non_acropora_4_6_dist_std,3.474118416,"(3.1267065744, 3.8215302576000005, 0.5)","(3.1267065744, 3.8215302576000005, 0.5)",real,triang,,3.1267065744,3.8215302576000005,false,Corymbose Non Acropora 4 6 Dist Std,
Coral,small_massives_5_1_mean_colony_diameter_m,0.01,"(0.009000000000000001, 0.011000000000000001, 0.5)","(0.009000000000000001, 0.011000000000000001, 0.5)",real,triang,,0.009000000000000001,0.011000000000000001,false,Small Massives 5 1 Mean Colony Diameter M,
Coral,small_massives_5_1_growth_rate,1.0,"(0.9, 1.1, 0.5)","(0.9, 1.1, 0.5)",real,triang,,0.9,1.1,false,Small Massives 5 1 Growth Rate,
Coral,small_massives_5_1_fecundity,0.0,"(0.0, 0.0, 0.5)","(0.0, 0.0, 0.5)",real,triang,,0.0,0.0,true,Small Massives 5 1 Fecundity,
Coral,small_massives_5_1_mb_rate,0.2,"(0.18000000000000002, 0.22000000000000003, 0.5)","(0.18000000000000002, 0.22000000000000003, 0.5)",real,triang,,0.18000000000000002,0.22000000000000003,false,Small Massives 5 1 Mb Rate,
Coral,small_massives_5_1_dist_mean,6.165751937,"(5.549176743299999, 6.7823271307, 0.5)","(5.549176743299999, 6.7823271307, 0.5)",real,triang,,5.549176743299999,6.7823271307,false,Small Massives 5 1 Dist Mean,
Coral,small_massives_5_1_dist_std,4.773419097,"(4.2960771873, 5.2507610067, 0.5)","(4.2960771873, 5.2507610067, 0.5)",real,triang,,4.2960771873,5.2507610067,false,Small Massives 5 1 Dist Std,
Coral,small_massives_5_2_mean_colony_diameter_m,0.035,"(0.03150000000000001, 0.038500000000000006, 0.5)","(0.03150000000000001, 0.038500000000000006, 0.5)",real,triang,,0.03150000000000001,0.038500000000000006,false,Small Massives 5 2 Mean Colony Diameter M,
Coral,small_massives_5_2_growth_rate,0.6666666666666666,"(0.6, 0.7333333333333334, 0.5)","(0.6, 0.7333333333333334, 0.5)",real,triang,,0.6,0.7333333333333334,false,Small Massives 5 2 Growth Rate,
Coral,small_massives_5_2_fecundity,0.0,"(0.0, 0.0, 0.5)","(0.0, 0.0, 0.5)",real,triang,,0.0,0.0,true,Small Massives 5 2 Fecundity,
Coral,small_massives_5_2_mb_rate,0.2,"(0.18000000000000002, 0.22000000000000003, 0.5)","(0.18000000000000002, 0.22000000000000003, 0.5)",real,triang,,0.18000000000000002,0.22000000000000003,false,Small Massives 5 2 Mb Rate,
Coral,small_massives_5_2_dist_mean,6.165751937,"(5.549176743299999, 6.7823271307, 0.5)","(5.549176743299999, 6.7823271307, 0.5)",real,triang,,5.549176743299999,6.7823271307,false,Small Massives 5 2 Dist Mean,
Coral,small_massives_5_2_dist_std,4.773419097,"(4.2960771873, 5.2507610067, 0.5)","(4.2960771873, 5.2507610067, 0.5)",real,triang,,4.2960771873,5.2507610067,false,Small Massives 5 2 Dist Std,
Coral,small_massives_5_3_mean_colony_diameter_m,0.075,"(0.0675, 0.0825, 0.5)","(0.0675, 0.0825, 0.5)",real,triang,,0.0675,0.0825,false,Small Massives 5 3 Mean Colony Diameter M,
Coral,small_massives_5_3_growth_rate,0.4,"(0.36000000000000004, 0.44000000000000006, 0.5)","(0.36000000000000004, 0.44000000000000006, 0.5)",real,triang,,0.36000000000000004,0.44000000000000006,false,Small Massives 5 3 Growth Rate,
Coral,small_massives_5_3_fecundity,190543.02556977718,"(171488.72301279946, 209597.3281267549, 0.5)","(171488.72301279946, 209597.3281267549, 0.5)",real,triang,,171488.72301279946,209597.3281267549,false,Small Massives 5 3 Fecundity,
Coral,small_massives_5_3_mb_rate,0.04,"(0.036000000000000004, 0.044000000000000004, 0.5)","(0.036000000000000004, 0.044000000000000004, 0.5)",real,triang,,0.036000000000000004,0.044000000000000004,false,Small Massives 5 3 Mb Rate,
Coral,small_massives_5_3_dist_mean,6.165751937,"(5.549176743299999, 6.7823271307, 0.5)","(5.549176743299999, 6.7823271307, 0.5)",real,triang,,5.549176743299999,6.7823271307,false,Small Massives 5 3 Dist Mean,
Coral,small_massives_5_3_dist_std,4.773419097,"(4.2960771873, 5.2507610067, 0.5)","(4.2960771873, 5.2507610067, 0.5)",real,triang,,4.2960771873,5.2507610067,false,Small Massives 5 3 Dist Std,
Coral,small_massives_5_4_mean_colony_diameter_m,0.15,"(0.135, 0.165, 0.5)","(0.135, 0.165, 0.5)",real,triang,,0.135,0.165,false,Small Massives 5 4 Mean Colony Diameter M,
Coral,small_massives_5_4_growth_rate,0.2,"(0.18000000000000002, 0.22000000000000003, 0.5)","(0.18000000000000002, 0.22000000000000003, 0.5)",real,triang,,0.18000000000000002,0.22000000000000003,false,Small Massives 5 4 Growth Rate,
Coral,small_massives_5_4_fecundity,254932.76428211934,"(229439.48785390743, 280426.0407103313, 0.5)","(229439.48785390743, 280426.0407103313, 0.5)",real,triang,,229439.48785390743,280426.0407103313,false,Small Massives 5 4 Fecundity,
Coral,small_massives_5_4_mb_rate,0.026,"(0.0234, 0.0286, 0.5)","(0.0234, 0.0286, 0.5)",real,triang,,0.0234,0.0286,false,Small Massives 5 4 Mb Rate,
Coral,small_massives_5_4_dist_mean,6.165751937,"(5.549176743299999, 6.7823271307, 0.5)","(5.549176743299999, 6.7823271307, 0.5)",real,triang,,5.549176743299999,6.7823271307,false,Small Massives 5 4 Dist Mean,
Coral,small_massives_5_4_dist_std,4.773419097,"(4.2960771873, 5.2507610067, 0.5)","(4.2960771873, 5.2507610067, 0.5)",real,triang,,4.2960771873,5.2507610067,false,Small Massives 5 4 Dist Std,
Coral,small_massives_5_5_mean_colony_diameter_m,0.3,"(0.27, 0.33, 0.5)","(0.27, 0.33, 0.5)",real,triang,,0.27,0.33,false,Small Massives 5 5 Mean Colony Diameter M,
Coral,small_massives_5_5_growth_rate,0.08,"(0.07200000000000001, 0.08800000000000001, 0.5)","(0.07200000000000001, 0.08800000000000001, 0.5)",real,triang,,0.07200000000000001,0.08800000000000001,false,Small Massives 5 5 Growth Rate,
Coral,small_massives_5_5_fecundity,341081.56995084044,"(306973.4129557564, 375189.7269459245, 0.5)","(306973.4129557564, 375189.7269459245, 0.5)",real,triang,,306973.4129557564,375189.7269459245,false,Small Massives 5 5 Fecundity,
Coral,small_massives_5_5_mb_rate,0.02,"(0.018000000000000002, 0.022000000000000002, 0.5)","(0.018000000000000002, 0.022000000000000002, 0.5)",real,triang,,0.018000000000000002,0.022000000000000002,false,Small Massives 5 5 Mb Rate,
Coral,small_massives_5_5_dist_mean,6.165751937,"(5.549176743299999, 6.7823271307, 0.5)","(5.549176743299999, 6.7823271307, 0.5)",real,triang,,5.549176743299999,6.7823271307,false,Small Massives 5 5 Dist Mean,
Coral,small_massives_5_5_dist_std,4.773419097,"(4.2960771873, 5.2507610067, 0.5)","(4.2960771873, 5.2507610067, 0.5)",real,triang,,4.2960771873,5.2507610067,false,Small Massives 5 5 Dist Std,
Coral,small_massives_5_6_mean_colony_diameter_m,0.6,"(0.54, 0.66, 0.5)","(0.54, 0.66, 0.5)",real,triang,,0.54,0.66,false,Small Massives 5 6 Mean Colony Diameter M,
Coral,small_massives_5_6_growth_rate,0.008,"(0.007200000000000001, 0.0088, 0.5)","(0.007200000000000001, 0.0088, 0.5)",real,triang,,0.007200000000000001,0.0088,false,Small Massives 5 6 Growth Rate,
Coral,small_massives_5_6_fecundity,456342.4308669357,"(410708.1877802421, 501976.67395362933, 0.5)","(410708.1877802421, 501976.67395362933, 0.5)",real,triang,,410708.1877802421,501976.67395362933,false,Small Massives 5 6 Fecundity,
Coral,small_massives_5_6_mb_rate,0.02,"(0.018000000000000002, 0.022000000000000002, 0.5)","(0.018000000000000002, 0.022000000000000002, 0.5)",real,triang,,0.018000000000000002,0.022000000000000002,false,Small Massives 5 6 Mb Rate,
Coral,small_massives_5_6_dist_mean,6.165751937,"(5.549176743299999, 6.7823271307, 0.5)","(5.549176743299999, 6.7823271307, 0.5)",real,triang,,5.549176743299999,6.7823271307,false,Small Massives 5 6 Dist Mean,
Coral,small_massives_5_6_dist_std,4.773419097,"(4.2960771873, 5.2507610067, 0.5)","(4.2960771873, 5.2507610067, 0.5)",real,triang,,4.2960771873,5.2507610067,false,Small Massives 5 6 Dist Std,
Coral,large_massives_6_1_mean_colony_diameter_m,0.01,"(0.009000000000000001, 0.011000000000000001, 0.5)","(0.009000000000000001, 0.011000000000000001, 0.5)",real,triang,,0.009000000000000001,0.011000000000000001,false,Large Massives 6 1 Mean Colony Diameter M,
Coral,large_massives_6_1_growth_rate,1.0,"(0.9, 1.1, 0.5)","(0.9, 1.1, 0.5)",real,triang,,0.9,1.1,false,Large Massives 6 1 Growth Rate,
Coral,large_massives_6_1_fecundity,0.0,"(0.0, 0.0, 0.5)","(0.0, 0.0, 0.5)",real,triang,,0.0,0.0,true,Large Massives 6 1 Fecundity,
Coral,large_massives_6_1_mb_rate,0.2,"(0.18000000000000002, 0.22000000000000003, 0.5)","(0.18000000000000002, 0.22000000000000003, 0.5)",real,triang,,0.18000000000000002,0.22000000000000003,false,Large Massives 6 1 Mb Rate,
Coral,large_massives_6_1_dist_mean,7.153507902,"(6.438157111800001, 7.868858692200001, 0.5)","(6.438157111800001, 7.868858692200001, 0.5)",real,triang,,6.438157111800001,7.868858692200001,false,Large Massives 6 1 Dist Mean,
Coral,large_massives_6_1_dist_std,5.538122776,"(4.9843104984, 6.0919350536, 0.5)","(4.9843104984, 6.0919350536, 0.5)",real,triang,,4.9843104984,6.0919350536,false,Large Massives 6 1 Dist Std,
Coral,large_massives_6_2_mean_colony_diameter_m,0.035,"(0.03150000000000001, 0.038500000000000006, 0.5)","(0.03150000000000001, 0.038500000000000006, 0.5)",real,triang,,0.03150000000000001,0.038500000000000006,false,Large Massives 6 2 Mean Colony Diameter M,
Coral,large_massives_6_2_growth_rate,0.6666666666666666,"(0.6, 0.7333333333333334, 0.5)","(0.6, 0.7333333333333334, 0.5)",real,triang,,0.6,0.7333333333333334,false,Large Massives 6 2 Growth Rate,
Coral,large_massives_6_2_fecundity,0.0,"(0.0, 0.0, 0.5)","(0.0, 0.0, 0.5)",real,triang,,0.0,0.0,true,Large Massives 6 2 Fecundity,
Coral,large_massives_6_2_mb_rate,0.2,"(0.18000000000000002, 0.22000000000000003, 0.5)","(0.18000000000000002, 0.22000000000000003, 0.5)",real,triang,,0.18000000000000002,0.22000000000000003,false,Large Massives 6 2 Mb Rate,
Coral,large_massives_6_2_dist_mean,7.153507902,"(6.438157111800001, 7.868858692200001, 0.5)","(6.438157111800001, 7.868858692200001, 0.5)",real,triang,,6.438157111800001,7.868858692200001,false,Large Massives 6 2 Dist Mean,
Coral,large_massives_6_2_dist_std,5.538122776,"(4.9843104984, 6.0919350536, 0.5)","(4.9843104984, 6.0919350536, 0.5)",real,triang,,4.9843104984,6.0919350536,false,Large Massives 6 2 Dist Std,
Coral,large_massives_6_3_mean_colony_diameter_m,0.075,"(0.0675, 0.0825, 0.5)","(0.0675, 0.0825, 0.5)",real,triang,,0.0675,0.0825,false,Large Massives 6 3 Mean Colony Diameter M,
Coral,large_massives_6_3_growth_rate,0.4,"(0.36000000000000004, 0.44000000000000006, 0.5)","(0.36000000000000004, 0.44000000000000006, 0.5)",real,triang,,0.36000000000000004,0.44000000000000006,false,Large Massives 6 3 Growth Rate,
Coral,large_massives_6_3_fecundity,190543.02556977718,"(171488.72301279946, 209597.3281267549, 0.5)","(171488.72301279946, 209597.3281267549, 0.5)",real,triang,,171488.72301279946,209597.3281267549,false,Large Massives 6 3 Fecundity,
Coral,large_massives_6_3_mb_rate,0.04,"(0.036000000000000004, 0.044000000000000004, 0.5)","(0.036000000000000004, 0.044000000000000004, 0.5)",real,triang,,0.036000000000000004,0.044000000000000004,false,Large Massives 6 3 Mb Rate,
Coral,large_massives_6_3_dist_mean,7.153507902,"(6.438157111800001, 7.868858692200001, 0.5)","(6.438157111800001, 7.868858692200001, 0.5)",real,triang,,6.438157111800001,7.868858692200001,false,Large Massives 6 3 Dist Mean,
Coral,large_massives_6_3_dist_std,5.538122776,"(4.9843104984, 6.0919350536, 0.5)","(4.9843104984, 6.0919350536, 0.5)",real,triang,,4.9843104984,6.0919350536,false,Large Massives 6 3 Dist Std,
Coral,large_massives_6_4_mean_colony_diameter_m,0.15,"(0.135, 0.165, 0.5)","(0.135, 0.165, 0.5)",real,triang,,0.135,0.165,false,Large Massives 6 4 Mean Colony Diameter M,
Coral,large_massives_6_4_growth_rate,0.2,"(0.18000000000000002, 0.22000000000000003, 0.5)","(0.18000000000000002, 0.22000000000000003, 0.5)",real,triang,,0.18000000000000002,0.22000000000000003,false,Large Massives 6 4 Growth Rate,
Coral,large_massives_6_4_fecundity,254932.76428211934,"(229439.48785390743, 280426.0407103313, 0.5)","(229439.48785390743, 280426.0407103313, 0.5)",real,triang,,229439.48785390743,280426.0407103313,false,Large Massives 6 4 Fecundity,
Coral,large_massives_6_4_mb_rate,0.026,"(0.0234, 0.0286, 0.5)","(0.0234, 0.0286, 0.5)",real,triang,,0.0234,0.0286,false,Large Massives 6 4 Mb Rate,
Coral,large_massives_6_4_dist_mean,7.153507902,"(6.438157111800001, 7.868858692200001, 0.5)","(6.438157111800001, 7.868858692200001, 0.5)",real,triang,,6.438157111800001,7.868858692200001,false,Large Massives 6 4 Dist Mean,
Coral,large_massives_6_4_dist_std,5.538122776,"(4.9843104984, 6.0919350536, 0.5)","(4.9843104984, 6.0919350536, 0.5)",real,triang,,4.9843104984,6.0919350536,false,Large Massives 6 4 Dist Std,
Coral,large_massives_6_5_mean_colony_diameter_m,0.3,"(0.27, 0.33, 0.5)","(0.27, 0.33, 0.5)",real,triang,,0.27,0.33,false,Large Massives 6 5 Mean Colony Diameter M,
Coral,large_massives_6_5_growth_rate,0.12,"(0.108, 0.132, 0.5)","(0.108, 0.132, 0.5)",real,triang,,0.108,0.132,false,Large Massives 6 5 Growth Rate,
